model.name,model.title,citation.openAccessPdf,How does it use <model.name> ?,Secondary use of the <model.name> (if applicable),Citation Sentence,Does the paper introduce a new model?,"If yes, what is the name of the model? (not named is fine)",Does the paper use AI model?,"If yes, which model it is using?",Notes
data2vec (vision),"data2vec: A General Framework for Self-supervised Learning in Speech, Vision and Language",http://arxiv.org/pdf/2207.01039,,,,,,,,
TrOCR,TrOCR: Transformer-based Optical Character Recognition with Pre-trained Models,https://arxiv.org/pdf/2208.07682,,,,,,,,
Big Transfer (BiT-L),Large Scale Learning of General Visual Representations for Transfer,https://arxiv.org/pdf/2006.06666,,,,,,,,
Word Representations,Word Representations: A Simple and General Method for Semi-Supervised Learning,https://www.aclweb.org/anthology/P17-2029.pdf,,,,,,,,
GShard (dense),GShard: Scaling Giant Models with Conditional Computation and Automatic Sharding,https://aclanthology.org/2022.findings-emnlp.484.pdf,,,,,,,,
Youtube recommendation model,Deep Neural Networks for YouTube Recommendations,https://www.tandfonline.com/doi/pdf/10.1080/21670811.2023.2209153?needAccess=true&role=button,,,,,,,,
WizardCoder-15.5B,WizardCoder: Empowering Code Large Language Models with Evol-Instruct,https://arxiv.org/pdf/2309.07254,,,,,,,,
Greedy layer-wise DNN training,Greedy Layer-Wise Training of Deep Networks,https://www.frontiersin.org/articles/10.3389/fgene.2020.00328/pdf,,,,,,,,
VQGAN + CLIP,Taming Transformers for High-Resolution Image Synthesis,https://arxiv.org/pdf/2211.11319,,,,,,,,
KataGo,Accelerating Self-Play Learning in Go,https://arxiv.org/pdf/2102.03467,,,,,,,,
XLNet,XLNet: Generalized Autoregressive Pretraining for Language Understanding,https://arxiv.org/pdf/2307.05605,,,,,,,,
NLLB,No Language Left Behind: Scaling Human-Centered Machine Translation,https://arxiv.org/pdf/2206.11249,,,,,,,,
DrLIM,Dimensionality Reduction by Learning an Invariant Mapping,https://arxiv.org/pdf/2304.05824,,,,,,,,
Cross-lingual alignment,"Cross-Lingual Alignment of Contextual Word Embeddings, with Applications to Zero-shot Dependency Parsing",https://arxiv.org/pdf/2202.05924,,,,,,,,
Deep LSTM for video classification,Beyond short snippets: Deep networks for video classification,http://www.cell.com/article/S2405844022026895/pdf,,,,,,,,
Ankh_large,Ankh ☥: Optimized Protein Language Model Unlocks General-Purpose Modelling,https://arxiv.org/pdf/2306.13952,,,,,,,,
Transformer (Adaptive Input Embeddings),Adaptive Input Representations for Neural Language Modeling,https://www.biorxiv.org/content/biorxiv/early/2022/07/22/2022.07.21.500999.full.pdf,,,,,,,,
Xception,Xception: Deep Learning with Depthwise Separable Convolutions,https://arxiv.org/pdf/2308.15502,,,,,,,,
Agile Soccer Robot,Learning Agile Soccer Skills for a Bipedal Robot with Deep Reinforcement Learning,https://arxiv.org/pdf/2307.14732,,,,,,,,
FAIRSEQ Adaptive Inputs,"fairseq: A Fast, Extensible Toolkit for Sequence Modeling",https://arxiv.org/pdf/2205.10835,,,,,,,,
Meta Pseudo Labels,Meta Pseudo Labels,https://arxiv.org/pdf/2211.13050,,,,,,,,
GloVe (6B),GloVe: Global Vectors for Word Representation,https://journalofcloudcomputing.springeropen.com/counter/pdf/10.1186/s13677-023-00585-6,,,,,,,,
LUKE,LUKE: Deep Contextualized Entity Representations with Entity-aware Self-attention,https://ojs.aaai.org/index.php/AAAI/article/download/21441/21190,,,,,,,,
Routing Transformer,Efficient Content-Based Sparse Attention with Routing Transformers,https://aclanthology.org/2023.eacl-main.273.pdf,,,,,,,,
Elastic weight consolidation,Overcoming catastrophic forgetting in neural networks,https://arxiv.org/pdf/2307.05014,,,,,,,,
Multi-scale Dilated CNN,Multi-Scale Context Aggregation by Dilated Convolutions,https://iopscience.iop.org/article/10.1088/1742-6596/2387/1/012029/pdf,,,,,,,,
CoAtNet,CoAtNet: Marrying Convolution and Attention for All Data Sizes,https://downloads.hindawi.com/journals/cin/2022/2661231.pdf,,,,,,,,
IMPALA,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,http://arxiv.org/pdf/2007.08082,,,,,,,,
Spatial Pyramid Matching,Beyond Bags of Features: Spatial Pyramid Matching for Recognizing Natural Scene Categories,https://www.mdpi.com/1424-8220/20/8/2436/pdf?version=1587892092,,,,,,,,
FixRes ResNeXt-101 WSL,Fixing the train-test resolution discrepancy,http://arxiv.org/pdf/2210.03347,,,,,,,,
GNMT,Google's Neural Machine Translation System: Bridging the Gap between Human and Machine Translation,http://arxiv.org/pdf/2207.01262,,,,,,,,
data2vec (language),"data2vec: A General Framework for Self-supervised Learning in Speech, Vision and Language",http://arxiv.org/pdf/2306.11297,,,,,,,,
DeLight,DeLighT: Deep and Light-weight Transformer,https://arxiv.org/pdf/2202.06263,,,,,,,,
Deep LSTM for video classification,Beyond short snippets: Deep networks for video classification,https://arxiv.org/pdf/2109.00829,,,,,,,,
ERNIE-GEN (large),ERNIE-GEN: An Enhanced Multi-Flow Pre-training and Fine-tuning Framework for Natural Language Generation,https://dl.acm.org/doi/pdf/10.1145/3580305.3599903,,,,,,,,
RNN-SpeedUp,Extensions of recurrent neural network language model,https://www.aclweb.org/anthology/K19-1073.pdf,,,,,,,,
Bidirectional RNN,Bidirectional recurrent neural networks,https://arxiv.org/pdf/2308.06866,,,,,,,,
DMN,Ask Me Anything: Dynamic Memory Networks for Natural Language Processing,https://ieeexplore.ieee.org/ielx7/6287639/8948470/09090974.pdf,,,,,,,,
AMDIM,Learning Representations by Maximizing Mutual Information Across Views,https://dl.acm.org/doi/pdf/10.1145/3477495.3531918,,,,,,,,
FixRes ResNeXt-101 WSL,Fixing the train-test resolution discrepancy,http://arxiv.org/pdf/2306.11339,,,,,,,,
Boss (DARPA Urban Challenge),Autonomous driving in urban environments: Boss and the Urban Challenge,https://repository.upenn.edu/bitstreams/ba20af5c-86b0-4e40-b8b7-c0584875d8dc/download,,,,,,,,
SENet (ImageNet),Squeeze-and-Excitation Networks,https://www.mdpi.com/1424-8220/23/23/9390/pdf?version=1700833738,,,,,,,,
Inception v3,Rethinking the Inception Architecture for Computer Vision,https://www.mdpi.com/2075-4418/13/22/3461/pdf?version=1700202257,,,,,,,,
Iterative Bootstrapping WSD,Unsupervised Word Sense Disambiguation Rivaling Supervised Methods,https://ojs.aaai.org/index.php/AAAI/article/download/8597/8456,,,,,,,,
MT-DNN,Multi-Task Deep Neural Networks for Natural Language Understanding,http://arxiv.org/pdf/2204.04541,,,,,,,,
AlexNet,ImageNet classification with deep convolutional neural networks,https://www.extrica.com/article/23786/pdf,,,,,,,,
Transformer + Simple Recurrent Unit,Simple Recurrent Units for Highly Parallelizable Recurrence,https://arxiv.org/pdf/2110.05571,,,,,,,,
AlexNet,ImageNet classification with deep convolutional neural networks,https://link.springer.com/content/pdf/10.1007/s11119-023-10096-8.pdf,,,,,,,,
AWD-LSTM + MoS + Partial Shuffled,Improving Neural Language Modeling via Adversarial Training,https://arxiv.org/pdf/1911.12562,,,,,,,,
Universal approximation via Feedforward Networks,Multilayer feedforward networks are universal approximators,https://link.springer.com/content/pdf/10.1007/s10928-023-09886-4.pdf,,,,,,,,
Xception,Xception: Deep Learning with Depthwise Separable Convolutions,https://arxiv.org/pdf/2309.05590,,,,,,,,
WizardLM-7B,WizardLM: Empowering Large Language Models to Follow Complex Instructions,https://arxiv.org/pdf/2309.15025,,,,,,,,
AWD-LSTM - 3-layer LSTM (tied) + continuous cache pointer (WT2),Regularizing and Optimizing LSTM Language Models,http://arxiv.org/pdf/2205.10733,,,,,,,,
BellKor 2007,The BellKor solution to the Netflix Prize,http://repositorio.inesctec.pt/bitstreams/8d930925-9114-46ac-8e2d-ad8f8a44f836/download,,,,,,,,
GenSLM,GenSLMs: Genome-scale language models reveal SARS-CoV-2 evolutionary dynamics,https://www.biorxiv.org/content/biorxiv/early/2023/03/09/2023.01.11.523679.full.pdf,,,,,,,,
Contriever,Unsupervised Dense Information Retrieval with Contrastive Learning,https://arxiv.org/pdf/2309.08960,,,,,,,,
T5-3B,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,https://aclanthology.org/2023.arabicnlp-1.23.pdf,,,,,,,,
Perceptron for Large Margin Classification,Large Margin Classification Using the Perceptron Algorithm,https://www.mdpi.com/1424-8220/20/11/3236/pdf?version=1591438869,,,,,,,,
LSTM (2018),An Empirical Evaluation of Generic Convolutional and Recurrent Networks for Sequence Modeling,https://www.mdpi.com/1424-8220/23/15/6950/pdf?version=1691157177,,,,,,,,
DNABERT,DNABERT: pre-trained Bidirectional Encoder Representations from Transformers model for DNA-language in genome,https://www.mdpi.com/2073-8994/15/3/731/pdf?version=1678862914,,,,,,,,
Generative BST,Recipes for Building an Open-Domain Chatbot,https://arxiv.org/pdf/2211.15731,,,,,,,,
DeBERTa,DeBERTa: Decoding-enhanced BERT with Disentangled Attention,http://arxiv.org/pdf/2304.06861,,,,,,,,
BIDAF,Bidirectional Attention Flow for Machine Comprehension,https://dl.acm.org/doi/pdf/10.1145/3404835.3463099,,,,,,,,
SRU++ Large,When Attention Meets Fast Recurrence: Training Language Models with Reduced Compute,http://arxiv.org/pdf/2306.02870,,,,,,,,
Conformer,Conformer: Convolution-augmented Transformer for Speech Recognition,https://arxiv.org/pdf/2309.13029,,,,,,,,
OpenAI Five,Dota 2 with Large Scale Deep Reinforcement Learning,https://arxiv.org/pdf/2202.10134,,,,,,,,
Symmetric Residual Encoder-Decoder Net,Image Restoration Using Very Deep Convolutional Encoder-Decoder Networks with Symmetric Skip Connections,https://arxiv.org/pdf/1909.10774,,,,,,,,
Diffractive Deep Neural Network,All-optical machine learning using diffractive deep neural networks,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/cit2.12114,,,,,,,,
Generative BST,Recipes for Building an Open-Domain Chatbot,https://aclanthology.org/2022.findings-acl.308.pdf,,,,,,,,
Dropout (ImageNet),Improving neural networks by preventing co-adaptation of feature detectors,https://www.researchsquare.com/article/rs-2006370/latest.pdf,,,,,,,,
MT-DNN,Multi-Task Deep Neural Networks for Natural Language Understanding,https://ojs.aaai.org/index.php/AAAI/article/download/6245/6101,,,,,,,,
"Listen, Attend and Spell","Listen, attend and spell: A neural network for large vocabulary conversational speech recognition",https://arxiv.org/pdf/2102.10905,,,,,,,,
OPT-175B,OPT: Open Pre-trained Transformer Language Models,https://direct.mit.edu/opmi/article-pdf/doi/10.1162/opmi_a_00086/2138378/opmi_a_00086.pdf,,,,,,,,
AudioLM,AudioLM: A Language Modeling Approach to Audio Generation,https://ieeexplore.ieee.org/ielx7/6221020/6363502/10261199.pdf,,,,,,,,
ALIGN,Scaling Up Visual and Vision-Language Representation Learning With Noisy Text Supervision,https://arxiv.org/pdf/2306.08789,,,,,,,,
Differentiable neural computer,Hybrid computing using a neural network with dynamic external memory,https://arxiv.org/pdf/2307.15679,,,,,,,,
Spatial Pyramid Matching,Beyond Bags of Features: Spatial Pyramid Matching for Recognizing Natural Scene Categories,https://hal.archives-ouvertes.fr/hal-01835074/file/LTBMpaper.pdf,,,,,,,,
ResNet-1001,Identity Mappings in Deep Residual Networks,http://arxiv.org/pdf/2303.16861,,,,,,,,
ResNet-50 Billion-scale,Billion-scale semi-supervised learning for image classification,https://arxiv.org/pdf/2109.01903,,,,,,,,
ShuffleNet v2,ShuffleNet V2: Practical Guidelines for Efficient CNN Architecture Design,https://www.mdpi.com/2076-2615/13/2/264/pdf?version=1673522167,,,,,,,,
Stable Diffusion (LDM-KL-8-G),High-Resolution Image Synthesis with Latent Diffusion Models,https://www.biorxiv.org/content/biorxiv/early/2024/01/25/2024.01.23.576647.full.pdf,,,,,,,,
AWD-LSTM - 3-layer LSTM (tied) + continuous cache pointer (WT2),Regularizing and Optimizing LSTM Language Models,https://www.aclweb.org/anthology/2020.acl-main.355.pdf,,,,,,,,
DITTO,Learning to Break the Loop: Analyzing and Mitigating Repetitions for Neural Text Generation,http://arxiv.org/pdf/2305.17325,,,,,,,,
Hanabi 4 player,The Hanabi Challenge: A New Frontier for AI Research,https://link.springer.com/content/pdf/10.1007/s12369-022-00944-4.pdf,,,,,,,,
WeNet (Penn Treebank),WeNet: Weighted Networks for Recurrent Network Architecture Search,https://www.aclweb.org/anthology/D19-1367.pdf,,,,,,,,
EnCodec,High Fidelity Neural Audio Compression,https://arxiv.org/pdf/2308.16692,,,,,,,,
Make-A-Video,Make-A-Video: Text-to-Video Generation without Text-Video Data,http://arxiv.org/pdf/2306.04321,,,,,,,,
Flan-PaLM 540B,Scaling Instruction-Finetuned Language Models,http://arxiv.org/pdf/2305.14847,,,,,,,,
GNMT,Google's Neural Machine Translation System: Bridging the Gap between Human and Machine Translation,http://arxiv.org/pdf/2210.06340,,,,,,,,
MV-RNN,Semantic Compositionality through Recursive Matrix-Vector Spaces,https://www.aclweb.org/anthology/W15-2712.pdf,,,,,,,,
ResNeXt-101 32x48d,Exploring the Limits of Weakly Supervised Pretraining,https://arxiv.org/pdf/2206.11795,,,,,,,,
BERT-Large,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,https://dl.acm.org/doi/pdf/10.1145/3597503.3623332,,,,,,,,
CICERO,Human-level play in the game of Diplomacy by combining language models with strategic reasoning,http://arxiv.org/pdf/2304.13004,,,,,,,,
DLRM-2020,Deep Learning Recommendation Model for Personalization and Recommendation Systems,https://ojs.aaai.org/index.php/AAAI/article/download/17275/17082,,,,,,,,
Inception v3,Rethinking the Inception Architecture for Computer Vision,https://arxiv.org/pdf/2310.06234,,,,,,,,
EnCodec,High Fidelity Neural Audio Compression,http://arxiv.org/pdf/2305.16107,,,,,,,,
SRGAN,Photo-Realistic Single Image Super-Resolution Using a Generative Adversarial Network,https://www.mdpi.com/1424-8220/23/17/7338/pdf?version=1692762949,,,,,,,,
OR-WideResNet,Oriented Response Networks,https://edepot.wur.nl/466814,,,,,,,,
EDSR,Enhanced Deep Residual Networks for Single Image Super-Resolution,https://arxiv.org/pdf/2309.03020,,,,,,,,
Inception v3,Rethinking the Inception Architecture for Computer Vision,http://www.cell.com/article/S2405844023083056/pdf,,,,,,,,
Meta Pseudo Labels,Meta Pseudo Labels,https://ieeexplore.ieee.org/ielx7/6287639/10005208/10024297.pdf,,,,,,,,
Go-explore,"First return, then explore",http://arxiv.org/pdf/2306.10944,,,,,,,,
Residual Dense Network,Residual Dense Network for Image Super-Resolution,https://arxiv.org/pdf/2201.09314,,,,,,,,
Hanabi 4 player,The Hanabi Challenge: A New Frontier for AI Research,https://ojs.aaai.org/index.php/AIIDE/article/download/7404/7333,,,,,,,,
Multiscale deformable part model,"A discriminatively trained, multiscale, deformable part model",https://downloads.hindawi.com/journals/wcmc/2021/7978644.pdf,,,,,,,,
T5-3B,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,https://dl.acm.org/doi/pdf/10.1145/3597503.3623326,,,,,,,,
Search-Proven Best LSTM,An Empirical Exploration of Recurrent Network Architectures,http://manuscript.elsevier.com/S0893608020300708/pdf/S0893608020300708.pdf,,,,,,,,
SpecAugment,SpecAugment: A Simple Data Augmentation Method for Automatic Speech Recognition,https://hal.science/hal-04149763/file/ICASSP23_final.pdf,,,,,,,,
CogVideo,CogVideo: Large-scale Pretraining for Text-to-Video Generation via Transformers,https://arxiv.org/pdf/2303.16541,,,,,,,,
DensePhrases,Learning Dense Representations of Phrases at Scale,https://aclanthology.org/2023.findings-acl.577.pdf,,,,,,,,
ShuffleNet v2,ShuffleNet V2: Practical Guidelines for Efficient CNN Architecture Design,https://www.techscience.com/CMES/online/detail/19017/pdf,,,,,,,,
Contriever,Unsupervised Dense Information Retrieval with Contrastive Learning,https://annals-csis.org/proceedings/2023/drp/pdf/5627.pdf,,,,,,,,
DARTS,DARTS: Differentiable Architecture Search,http://arxiv.org/pdf/2301.08727,,,,,,,,
Multi-scale Dilated CNN,Multi-Scale Context Aggregation by Dilated Convolutions,https://www.mdpi.com/2306-5354/10/9/1060/pdf?version=1694179102,,,,,,,,
Flan-PaLM 540B,Scaling Instruction-Finetuned Language Models,http://arxiv.org/pdf/2305.15023,,,,,,,,
DQN,Playing Atari with Deep Reinforcement Learning,https://arxiv.org/pdf/2310.06147,,,,,,,,
Universal approximation via Feedforward Networks,Multilayer feedforward networks are universal approximators,http://arxiv.org/pdf/2306.06281,,,,,,,,
Contriever,Unsupervised Dense Information Retrieval with Contrastive Learning,https://arxiv.org/pdf/2308.04711,,,,,,,,
ADALINE,Adaptive switching circuits,https://openresearch.surrey.ac.uk/view/delivery/44SUR_INST/12139506540002346/13140457760002346,,,,,,,,
Faster R-CNN,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,https://asp-eurasipjournals.springeropen.com/counter/pdf/10.1186/s13634-023-01095-y,,,,,,,,
GloVe (32B),GloVe: Global Vectors for Word Representation,https://arxiv.org/pdf/2309.15086,,,,,,,,
Cascaded LNet-ANet,Deep Learning Face Attributes in the Wild,https://www.mdpi.com/2076-3417/13/14/8110/pdf?version=1689229147,,,,,,,,
PNAS-net,Progressive Neural Architecture Search,http://arxiv.org/pdf/2208.13909,,,,,,,,
GANs,A Style-Based Generator Architecture for Generative Adversarial Networks,https://arxiv.org/pdf/2308.06701,,,,,,,,
T0-XXL,Multitask Prompted Training Enables Zero-Shot Task Generalization,https://aclanthology.org/2022.emnlp-main.481.pdf,,,,,,,,
Mnemonic Reader,Reinforced Mnemonic Reader for Machine Reading Comprehension,https://arxiv.org/pdf/1912.11589,,,,,,,,
Dropout (CIFAR),Improving neural networks by preventing co-adaptation of feature detectors,https://www.tandfonline.com/doi/pdf/10.1080/08839514.2021.2011688?needAccess=true,,,,,,,,
